iter	Logloss
113	0.2662598679
114	0.2662160326
115	0.2661856857
116	0.2661714168
117	0.2661108038
118	0.2660558139
119	0.2660255052
120	0.2659863592
121	0.2659574385
122	0.2659226306
123	0.2658843513
124	0.2658492046
125	0.2658462828
126	0.2658100272
127	0.2657703996
128	0.2657454902
129	0.2657082816
130	0.2656651579
131	0.2656460577
132	0.265624521
133	0.2655931107
134	0.265551887
135	0.2655295722
136	0.2654975708
137	0.2654723269
138	0.2654364609
139	0.2654033101
140	0.2653895489
141	0.265363119
142	0.2653600442
143	0.2653263496
144	0.2652875115
145	0.2652575701
146	0.2652492028
147	0.2652204338
148	0.2651810407
149	0.2651476885
150	0.2651197568
151	0.2650921917
152	0.265067636
153	0.2650472116
154	0.2650156916
155	0.2649845498
156	0.2649586525
157	0.2649313264
158	0.2649180892
159	0.2648955234
160	0.2648677027
161	0.2648411682
162	0.2648096321
163	0.2648078977
164	0.2647967003
165	0.26477198
166	0.2647462453
167	0.2647449942
168	0.2647235561
169	0.2647051232
170	0.2646852143
171	0.2646744628
172	0.264646632
173	0.2646133934
174	0.264601257
175	0.2645729681
176	0.2645539064
177	0.2645454892
178	0.2645204715
179	0.2644964831
180	0.2644710419
181	0.2644489097
182	0.2644306765
183	0.2644022009
184	0.2643771453
185	0.2643498305
186	0.2643248231
187	0.264283091
188	0.2642558312
189	0.26424308
190	0.2642199193
191	0.2641975271
192	0.2641753543
193	0.264153764
194	0.2641377173
195	0.2641153378
196	0.2640899907
197	0.2640794683
198	0.2640507362
199	0.2640311459
200	0.2640038848
201	0.263983893
202	0.2639578698
203	0.2639362497
204	0.2639159124
205	0.2638936129
206	0.263880387
207	0.2638663925
208	0.2638586129
209	0.2638477256
210	0.2638340551
211	0.2638095794
212	0.2637885564
213	0.263779278
214	0.2637552778
215	0.2637138126
216	0.2636962878
217	0.2636763053
218	0.2636531466
219	0.2636260611
220	0.2636004126
221	0.2635875644
222	0.2635689184
223	0.2635431019
224	0.2635222758
225	0.2635028859
226	0.2634787613
227	0.263464643
228	0.263441121
229	0.2634173971
230	0.2634000533
231	0.2633770618
232	0.2633537253
233	0.2633342913
234	0.2633049929
235	0.2632983411
236	0.2632902787
237	0.2632722874
238	0.2632640828
239	0.2632446261
240	0.2632257154
241	0.2632056673
242	0.263197372
243	0.2631764904
244	0.263150201
245	0.2631356097
246	0.2631171939
247	0.2631132697
248	0.2631008987
249	0.2630842144
250	0.2630675082
251	0.2630378984
252	0.2630152788
253	0.262999578
254	0.2629867691
255	0.2629721726
256	0.262958603
257	0.2629452684
258	0.2629434631
259	0.2629236811
260	0.2629219588
261	0.2629062109
262	0.262880583
263	0.2628650464
264	0.2628510613
265	0.2628226745
266	0.2628136239
267	0.2627922686
268	0.2627768263
269	0.2627639627
270	0.2627410722
271	0.2627279277
272	0.2627185375
273	0.2626993104
274	0.2626719436
275	0.2626531904
276	0.2626283584
277	0.2626159456
278	0.2625969967
279	0.2625733369
280	0.2625504073
281	0.2625358853
282	0.2625242354
283	0.2625090138
284	0.2624949859
285	0.2624765721
286	0.2624611671
287	0.2624425436
288	0.26242378
289	0.2624061991
290	0.2623884356
291	0.2623714473
292	0.2623641182
293	0.2623463673
294	0.2623360797
295	0.2623214776
296	0.2623046077
297	0.262276413
298	0.2622557081
299	0.2622458876
300	0.2622289184
301	0.2622037245
302	0.2621969845
303	0.2621895323
304	0.2621663226
305	0.2621509147
306	0.262130586
307	0.2621130368
308	0.2620914584
309	0.2620796234
310	0.2620648155
311	0.2620513893
312	0.2620367066
313	0.2620193566
314	0.2620016684
315	0.2619844075
316	0.2619706385
317	0.2619551627
318	0.261936208
319	0.2619216605
320	0.2619109311
321	0.2618953282
322	0.2618781541
323	0.2618633297
324	0.2618600628
325	0.2618369844
326	0.261822525
327	0.2618119296
328	0.2617978997
329	0.261781793
330	0.2617621212
331	0.2617438387
332	0.2617285566
333	0.261712096
334	0.2616954779
335	0.2616830163
336	0.2616644954
337	0.2616340786
338	0.2616228018
339	0.2616016958
340	0.261584656
341	0.2615657974
342	0.2615479367
343	0.2615315984
344	0.2615151092
345	0.2614943739
346	0.261482031
347	0.2614669844
348	0.2614642341
349	0.261447892
350	0.2614330165
351	0.2614166116
352	0.2614134934
353	0.2613946803
354	0.2613799231
355	0.2613598977
356	0.2613494377
357	0.261341177
358	0.2613207358
359	0.261303259
360	0.2612984505
361	0.2612821387
362	0.2612657472
363	0.2612608254
364	0.2612364626
365	0.2612190825
366	0.2612081207
367	0.2611827294
368	0.2611669774
369	0.2611579956
370	0.2611423693
371	0.2611393027
372	0.2611195301
373	0.2611059689
374	0.2610892486
375	0.2610845307
376	0.261070853
377	0.2610518732
378	0.2610348187
379	0.2610189545
380	0.2610069773
381	0.2609910429
382	0.2609786708
383	0.2609595663
384	0.2609462817
385	0.2609344593
386	0.2609218378
387	0.2609050894
388	0.2608952373
389	0.2608736565
390	0.2608582781
391	0.2608372407
392	0.2608205877
393	0.2608057369
394	0.2607975331
395	0.2607768241
396	0.2607696301
397	0.2607529354
398	0.2607426284
399	0.2607345089
400	0.2607228198
401	0.2607177974
402	0.2607129004
403	0.2607004343
404	0.2606857461
405	0.2606802291
406	0.2606651191
407	0.2606518156
408	0.2606331517
409	0.2606089796
410	0.2606054221
411	0.2605956546
412	0.2605839969
413	0.2605500697
414	0.260535944
415	0.2605182414
416	0.2605023854
417	0.2604903336
418	0.2604779432
419	0.2604601481
420	0.2604403012
421	0.2604317628
422	0.2604254894
423	0.2604061493
424	0.2603954319
425	0.26039167
426	0.2603761813
427	0.2603598476
428	0.2603447023
429	0.2603298101
430	0.2603071001
431	0.2602944875
432	0.2602762567
433	0.2602665534
434	0.260250519
435	0.2602335772
436	0.2602168174
437	0.2602046264
438	0.2601802546
439	0.2601680555
440	0.2601589076
441	0.2601462492
442	0.2601211203
443	0.2601019218
444	0.2600872489
445	0.2600619876
446	0.2600470551
447	0.2600302327
448	0.2600218586
449	0.2600150286
450	0.26000069
451	0.2599885801
452	0.259975387
453	0.2599598266
454	0.2599393877
455	0.2599217875
456	0.2599164736
457	0.2598965593
458	0.2598875477
459	0.2598679312
460	0.2598560799
461	0.2598430054
462	0.2598229239
463	0.2598092024
464	0.2598038865
465	0.2597973015
466	0.2597810517
467	0.2597726008
468	0.2597631674
469	0.2597448022
470	0.2597336112
471	0.2597232634
472	0.2597069076
473	0.259695531
474	0.2596887122
475	0.2596670285
476	0.2596522483
477	0.2596425509
478	0.2596265122
479	0.2596065598
480	0.259599031
481	0.2595784515
482	0.2595552718
483	0.259548564
484	0.2595360623
485	0.2595278046
486	0.2595144872
487	0.259506913
488	0.2594915984
489	0.2594775402
490	0.259447865
491	0.2594401719
492	0.2594224927
493	0.2594095316
494	0.2593868005
495	0.2593710379
496	0.2593502052
497	0.2593349794
498	0.2593317327
499	0.2593184213
500	0.2593070185
501	0.2593018306
502	0.2592887014
503	0.2592735753
504	0.2592565446
505	0.2592435997
506	0.2592282678
507	0.2592142377
508	0.2592017839
509	0.2591917466
510	0.2591764705
511	0.2591638699
512	0.2591537458
513	0.2591333607
514	0.259117055
515	0.2591039244
516	0.2590930585
517	0.2590809124
518	0.259064277
519	0.2590473375
520	0.2590387243
521	0.2590317436
522	0.2590213971
523	0.2590013292
524	0.2589885772
525	0.2589710245
526	0.2589615467
527	0.2589501108
528	0.2589452104
529	0.2589401145
530	0.2589230245
531	0.2589135659
532	0.2589034823
533	0.2588953085
534	0.2588786858
535	0.2588671894
536	0.258844322
537	0.2588378514
538	0.2588259214
539	0.2588133985
540	0.258801679
541	0.2587906801
542	0.2587690868
543	0.2587675698
544	0.2587540906
545	0.2587439147
546	0.2587280428
547	0.2587132925
548	0.258696186
549	0.2586912782
550	0.2586823581
551	0.2586700902
552	0.2586613811
553	0.2586535927
554	0.2586410414
555	0.258625397
556	0.2586058773
557	0.2585910906
558	0.2585854807
559	0.2585761324
560	0.2585613366
561	0.258549166
562	0.2585298897
563	0.2585148918
564	0.2584995715
565	0.2584864704
566	0.2584713221
567	0.2584573077
568	0.2584502512
569	0.2584365508
570	0.2584259574
571	0.2584106115
572	0.258402471
573	0.2583988154
574	0.2583817473
575	0.2583697545
576	0.2583573582
577	0.258342372
578	0.2583329893
579	0.2583187776
580	0.2583082131
581	0.2582887933
582	0.2582735857
583	0.2582572796
584	0.2582498452
585	0.258237561
586	0.2582331126
587	0.2582235177
588	0.258211836
589	0.2581895704
590	0.2581791335
591	0.2581653704
592	0.2581537635
593	0.2581372725
594	0.2581325593
595	0.2581218604
596	0.258110275
597	0.2580920239
598	0.2580730113
599	0.2580627435
600	0.2580493277
601	0.2580332416
602	0.2580274231
603	0.2580129261
604	0.2580025508
605	0.2579935447
606	0.2579825462
607	0.257970235
608	0.2579584881
609	0.2579451484
610	0.2579292838
611	0.2579204132
612	0.25791066
613	0.2578968405
614	0.2578835686
615	0.2578717545
616	0.2578646332
617	0.257846583
618	0.2578354491
619	0.2578186178
620	0.2578002435
621	0.2577842995
622	0.2577708632
623	0.2577674914
624	0.2577596857
625	0.2577459679
626	0.2577314106
627	0.2577171219
628	0.2577032926
629	0.2576833315
630	0.2576737895
631	0.2576558359
632	0.2576427743
633	0.2576316661
634	0.2576280516
635	0.2576145898
636	0.2576029095
637	0.2575875035
638	0.2575828534
639	0.2575756274
640	0.2575632876
641	0.257559384
642	0.2575486538
643	0.2575400592
644	0.257532912
645	0.2575265431
646	0.2575190079
647	0.2575067862
648	0.2574999955
649	0.2574904972
650	0.257474274
651	0.2574620877
652	0.2574500564
653	0.2574294825
654	0.257415984
655	0.2574025559
656	0.2573942892
657	0.2573883106
658	0.2573834087
659	0.257366261
660	0.2573642752
661	0.2573538039
662	0.2573441818
663	0.2573351177
664	0.2573310898
665	0.2573210694
666	0.2573095951
667	0.2573071742
668	0.2572994253
669	0.2572874551
670	0.2572691935
671	0.2572595236
672	0.2572469663
673	0.2572296548
674	0.2572224268
675	0.2572089611
676	0.2571963487
677	0.257181583
678	0.257170823
679	0.2571611998
680	0.257147949
681	0.2571387528
682	0.2571275149
683	0.2571136584
684	0.2570955188
685	0.2570882585
686	0.2570740464
687	0.2570546677
688	0.257037549
689	0.2570305378
690	0.2570171632
691	0.2570054495
692	0.2569896065
693	0.2569690719
694	0.2569562925
695	0.2569409151
696	0.2569306798
697	0.2569220893
698	0.2569133274
699	0.2569011944
700	0.2568911472
701	0.2568780535
702	0.2568699097
703	0.2568557004
704	0.2568451334
705	0.256842662
706	0.2568312043
707	0.2568217435
708	0.2568113678
709	0.256791729
710	0.2567811908
711	0.256770449
712	0.2567538685
713	0.2567361457
714	0.2567229517
715	0.2567187694
716	0.256701036
717	0.2566882495
718	0.2566733234
719	0.256666167
720	0.2566614998
721	0.2566530277
722	0.2566413147
723	0.2566226069
724	0.2566089439
725	0.2565939934
726	0.2565687069
727	0.256556369
728	0.2565418095
729	0.2565252
730	0.2565122489
731	0.2565020589
732	0.2564911579
733	0.2564803107
734	0.2564696775
735	0.2564604572
736	0.2564471072
737	0.2564336346
738	0.2564191448
739	0.2564138919
740	0.2564001248
741	0.2563918546
742	0.2563795017
743	0.2563608771
744	0.2563474732
745	0.2563366781
746	0.2563276683
747	0.2563177276
748	0.2563102827
749	0.2562990529
750	0.2562875336
751	0.2562704631
752	0.256258459
753	0.2562481179
754	0.2562316391
755	0.2562195433
756	0.2562104397
757	0.2562052636
758	0.256194262
759	0.2561831139
760	0.2561814035
761	0.2561705574
762	0.2561529138
763	0.2561324521
764	0.2561183469
765	0.2561035663
766	0.2560945395
767	0.2560854018
768	0.2560773974
769	0.2560694925
770	0.2560568724
771	0.2560463871
772	0.256031817
773	0.2560276044
774	0.2560172548
775	0.2560114213
776	0.2560001016
777	0.2559894672
778	0.2559736336
779	0.2559666124
780	0.2559482142
781	0.2559374915
782	0.255925938
783	0.2559185196
784	0.2559095636
785	0.2558989534
786	0.255889659
787	0.2558834705
788	0.2558725481
789	0.2558634164
790	0.2558529369
791	0.2558425881
792	0.2558305204
793	0.2558147822
794	0.2558054333
795	0.2557972739
796	0.2557861747
797	0.2557760718
798	0.2557596715
799	0.2557478563
800	0.2557298277
801	0.2557127749
802	0.2557051886
803	0.2556827071
804	0.2556786478
805	0.2556704873
806	0.2556581797
807	0.2556377565
808	0.2556221146
809	0.255621136
810	0.2556099306
811	0.2556084374
812	0.2555970069
813	0.2555868266
814	0.2555770532
815	0.2555669376
816	0.2555603319
817	0.2555443952
818	0.2555305437
819	0.255517723
820	0.2554953515
821	0.2554838576
822	0.2554676441
823	0.2554494099
824	0.2554359957
825	0.2554271372
826	0.2554149842
827	0.2553986863
828	0.2553823575
829	0.2553676902
830	0.2553577935
831	0.2553463596
832	0.2553345368
833	0.2553238449
834	0.25530763
835	0.2552961611
836	0.2552897351
837	0.2552766904
838	0.2552662519
839	0.2552625834
840	0.2552543831
841	0.2552360427
842	0.2552343582
843	0.2552211608
844	0.2552054203
845	0.2551910432
846	0.2551789116
847	0.2551690626
848	0.2551585023
849	0.2551494113
850	0.2551344016
851	0.2551272927
852	0.25512034
853	0.2551093295
854	0.2550988324
855	0.2550748261
856	0.2550629126
857	0.2550466759
858	0.2550291104
859	0.2550141544
860	0.2549986337
861	0.2549864048
862	0.254984335
863	0.2549666731
864	0.2549600445
865	0.2549471361
866	0.2549313697
867	0.2549173717
868	0.2549016284
869	0.2548863061
870	0.254876032
871	0.2548714036
872	0.254867249
873	0.2548514012
874	0.2548415509
875	0.2548286273
876	0.254816509
877	0.2548043611
878	0.2547969869
879	0.2547851975
880	0.254777356
881	0.2547588384
882	0.2547447128
883	0.2547305977
884	0.2547212416
885	0.2547033956
886	0.2546939532
887	0.2546809754
888	0.2546727612
889	0.2546596412
890	0.2546479183
891	0.2546444596
892	0.2546302855
893	0.254618848
894	0.2546104252
895	0.2545992672
896	0.2545861123
897	0.254585481
898	0.2545725705
899	0.2545609938
900	0.2545494865
901	0.2545375283
902	0.2545295734
903	0.2545159514
904	0.2545062383
905	0.2544952298
906	0.2544818566
907	0.2544669006
908	0.2544552025
909	0.2544461621
910	0.254436038
911	0.2544265609
912	0.2544162119
913	0.2544023439
914	0.2543908491
915	0.2543767369
916	0.2543611174
917	0.2543557119
918	0.2543425064
919	0.2543297051
920	0.2543187707
921	0.2543048806
922	0.2542900465
923	0.2542834224
924	0.2542747168
925	0.2542681329
926	0.2542571489
927	0.2542509898
928	0.2542384392
929	0.2542299345
930	0.2542177335
931	0.2542106875
932	0.2541982447
933	0.254193764
934	0.2541804821
935	0.2541680996
936	0.254161206
937	0.2541487695
938	0.2541361615
939	0.2541266138
940	0.2541138561
941	0.2541011992
942	0.2540869813
943	0.2540691062
944	0.2540609306
945	0.25405486
946	0.254044283
947	0.2540321716
948	0.2540228721
949	0.2540135775
950	0.254010163
951	0.2539956456
952	0.253986
953	0.2539736071
954	0.2539615468
955	0.2539577474
956	0.2539508
957	0.2539385156
958	0.2539295884
959	0.2539248308
960	0.2539176915
961	0.2539125594
962	0.2539112775
963	0.253901579
964	0.2538898362
965	0.2538809421
966	0.2538671295
967	0.2538557014
968	0.2538412107
969	0.253831396
970	0.2538195388
971	0.2538100784
972	0.2538080783
973	0.2537908925
974	0.2537843971
975	0.2537784982
976	0.2537720796
977	0.2537629899
978	0.2537500119
979	0.2537398676
980	0.2537299439
981	0.2537158098
982	0.2537122861
983	0.2537025999
984	0.2536915416
985	0.2536829009
986	0.2536668107
987	0.2536542163
988	0.2536439642
989	0.2536384079
990	0.2536253231
991	0.2536118428
992	0.2535994011
993	0.2535873834
994	0.2535763716
995	0.2535618465
996	0.2535583064
997	0.2535479082
998	0.2535430894
999	0.2535357392
